study,task,model,method,method_label,seeds,f1_mean,f1_sd,accuracy_mean,precision_mean,recall_mean,train_seconds_mean,train_seconds_sd,trainable_params_mean,trainable_ratio_mean,train_rows,validation_rows,test_rows,epochs,delta_f1_vs_full,time_saving_vs_full_pct
study2,news_topic,FacebookAI/roberta-base,bitfit,BitFit,5,0.9214353424699011,0.0007579826248845135,0.921657894736842,0.9216609929256316,0.921657894736842,393.61030161999514,0.8662703444004934,695812,0.005582183812125835,108000,12000,7600,2,-0.02880772683178967,20.431097319839512
study2,news_topic,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.9444378935598632,0.0007786978803387074,0.9444473684210525,0.9444884424940311,0.9444473684210527,500.6007622200006,1.2745736757566606,134903044,1.0,108000,12000,7600,2,0.0,0.0
study2,news_topic,vinai/bertweet-base,adapter,Adapter,5,0.9270622763083125,0.0006801524251319072,0.9271842105263157,0.9273031467344788,0.9271842105263157,401.17110860000247,1.9360712854392963,1783300,0.013103570687374829,108000,12000,7600,2,-0.01737561725155068,19.862065966312187
study2,news_topic,vinai/bertweet-base,lora,LoRA,5,0.9206915021442963,0.0011706689789907283,0.9208947368421052,0.9209232016710928,0.9208947368421052,469.3017127600091,5.813004840427206,888580,0.006543702577708327,108000,12000,7600,2,-0.023746391415566892,6.252297603621393
study2,news_topic,vinai/bertweet-base,ia3,IA3,5,0.9168911803607667,0.00033486575420874336,0.9170526315789473,0.9169795676744918,0.9170526315789473,421.78238552000255,1.5116212106108957,621316,0.0045845337325333985,108000,12000,7600,2,-0.027546713199096517,15.744757628906584
study2,news_topic,vinai/bertweet-base,bitfit,BitFit,5,0.915180792066748,0.0007537148757723647,0.9153421052631578,0.9153878397552708,0.9153421052631578,388.3620193199953,2.6719941885272633,695812,0.005157867305055029,108000,12000,7600,2,-0.029257101493115223,22.420809429506903
study2,product_reviews,FacebookAI/roberta-base,full_ft,Full Fine-tuning,5,0.6081438351358794,0.002057267539275745,0.6100000000000001,0.6083051959036143,0.61,888.9433542000072,1.210719603901127,124649477,1.0,200000,5000,5000,2,0.0,0.0
study2,product_reviews,FacebookAI/roberta-base,adapter,Adapter,5,0.5963159934732579,0.0023915681112476107,0.5994400000000001,0.5954483545329745,0.59944,709.956999540003,4.936414643455699,1784069,0.01417738105567801,200000,5000,5000,2,-0.011827841662621519,20.134731174303067
study2,product_reviews,FacebookAI/roberta-base,lora,LoRA,5,0.587446247568527,0.0030495416281957413,0.59148,0.5862338829018474,0.59148,820.3830879799964,1.9117850649858252,889349,0.0070842545556384275,200000,5000,5000,2,-0.020697587567352405,7.712557374559678
study2,product_reviews,FacebookAI/roberta-base,bitfit,BitFit,5,0.582311514445724,0.0008736052299872734,0.587,0.5807595992167449,0.587,675.1233492599974,3.1477493907524425,696581,0.0055883186738120046,200000,5000,5000,2,-0.025832320690155397,24.05327672790065
study2,product_reviews,FacebookAI/roberta-base,ia3,IA3,5,0.5818463677037751,0.000924630233136746,0.58716,0.5796872143443441,0.5871599999999999,733.0789082199917,3.630673644013673,622085,0.004965891620318424,200000,5000,5000,2,-0.02629746743210437,17.53367582350437
study2,product_reviews,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.6087752277133172,0.0020678472978968294,0.6104,0.6095372586557137,0.6104,903.9159861199965,3.3680796205031793,134903813,1.0,200000,5000,5000,2,0.0,0.0
study2,product_reviews,vinai/bertweet-base,adapter,Adapter,5,0.5857088361407458,0.0020348563055571,0.5892,0.5845866722078877,0.5892,708.3280320799968,1.3498522119884997,1784069,0.013109147174575527,200000,5000,5000,2,-0.0230663915725714,21.63784655248205
study2,product_reviews,vinai/bertweet-base,lora,LoRA,5,0.5816921797274162,0.002827968007385636,0.58548,0.580068598485614,0.58548,819.0763244800095,0.6333224676480979,889349,0.006549291487888029,200000,5000,5000,2,-0.027083047985901,9.385790598101497
study2,product_reviews,vinai/bertweet-base,ia3,IA3,5,0.5732475485744999,0.0011271248797821382,0.5784800000000001,0.5713149976763621,0.57848,732.6209610200021,2.303630083886503,622085,0.004590155897731075,200000,5000,5000,2,-0.03552767913881727,18.950325885403103
study2,product_reviews,vinai/bertweet-base,bitfit,BitFit,5,0.5702522700369991,0.0014154988920101173,0.57528,0.5681423813272282,0.57528,674.3696548400097,1.1260516401886105,696581,0.0051635382611461104,200000,5000,5000,2,-0.03852295767631808,25.394653353272385
study2,tweet_emotion,FacebookAI/roberta-base,full_ft,Full Fine-tuning,5,0.708081311196205,0.023669614486523743,0.7783251231527093,0.7625004392523534,0.6918217082544837,51.92129047999042,0.42329160397870386,124648708,1.0,3257,374,1421,2,0.0,0.0
study2,tweet_emotion,FacebookAI/roberta-base,ia3,IA3,5,0.25614928008699006,0.025294422509239817,0.46615059817030263,0.5142729197993189,0.32021966024621096,48.33806434000144,0.3948033812892452,621316,0.0049598138498001725,3257,374,1421,2,-0.4519320311092149,6.9012655634395195
study2,tweet_emotion,FacebookAI/roberta-base,lora,LoRA,5,0.18863720909837758,0.07059165512938505,0.4222378606615059,0.2721382228027617,0.27808042809887396,50.17343640000327,0.6079431804706149,888580,0.007078215677241649,3257,374,1421,2,-0.5194441020978274,3.3663533086889332
study2,tweet_emotion,FacebookAI/roberta-base,adapter,Adapter,5,0.14289938888821938,0.0042912286885245145,0.3936664320900774,0.13718433777079583,0.25091623036649213,48.075157160003435,0.2062115333412959,1783300,0.014171356678735588,3257,374,1421,2,-0.5651819223079856,7.407622739017277
study2,tweet_emotion,FacebookAI/roberta-base,bitfit,BitFit,5,0.14098029307731177,0.0,0.39268121041520054,0.09817030260380014,0.25,47.20077226000139,0.3280006447305599,695812,0.005582183812125835,3257,374,1421,2,-0.5671010181188932,9.091681228162523
study2,tweet_emotion,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.6643138110776737,0.04440150318749571,0.7549612948627727,0.7756203417278273,0.65251450382758,53.564717360003854,0.8657381359005665,134903044,1.0,3257,374,1421,2,0.0,0.0
study2,tweet_emotion,vinai/bertweet-base,ia3,IA3,5,0.34844396575924613,0.00545531907505137,0.5251231527093596,0.6349622557275229,0.38467868594966326,48.30790122000617,0.17910981058842906,621316,0.0045845337325333985,3257,374,1421,2,-0.3158698453184276,9.81395291357009
study2,tweet_emotion,vinai/bertweet-base,adapter,Adapter,5,0.15327350154055572,0.012282160265117472,0.399155524278677,0.2257352819794931,0.2560209424083769,48.48823550000088,0.4370587484379421,1783300,0.013103570687374829,3257,374,1421,2,-0.511040309537118,9.47728674807406
study2,tweet_emotion,vinai/bertweet-base,bitfit,BitFit,5,0.1447938168732491,0.005550729519826263,0.39465165376495426,0.18505937320559412,0.2518324607329843,47.746247639996,0.134921520861895,695812,0.005157867305055029,3257,374,1421,2,-0.5195199942044246,10.862504287855046
study2,tweet_emotion,vinai/bertweet-base,lora,LoRA,5,0.14098029307731177,0.0,0.39268121041520054,0.09817030260380014,0.25,52.324267539998985,1.0105189731251507,888580,0.006543702577708327,3257,374,1421,2,-0.523333518000362,2.3157964442674324
study2,tweet_hate,FacebookAI/roberta-base,ia3,IA3,5,0.5726517685086809,0.010859557628156914,0.5797979797979798,0.6352797388099145,0.6149053249376085,68.13273886000388,0.49938485481709094,619778,0.004947657861034501,9000,1000,2970,2,0.15141387691837715,9.793196838882615
study2,tweet_hate,FacebookAI/roberta-base,bitfit,BitFit,5,0.5385705870694102,0.014698544517930835,0.5534680134680134,0.6280036530805889,0.5962193203331015,65.03664331999025,0.3659312247906065,694274,0.005569913861662483,9000,1000,2970,2,0.11733269547910641,13.892384477880862
study2,tweet_hate,FacebookAI/roberta-base,lora,LoRA,5,0.5246095413227869,0.009598413758693289,0.5496969696969697,0.6578576792267683,0.6004774665540955,72.68218566001742,1.0027940317272714,887042,0.007066137476531098,9000,1000,2970,2,0.10337164973248314,3.769792248850646
study2,tweet_hate,FacebookAI/roberta-base,adapter,Adapter,5,0.4867455267716359,0.009643434613861187,0.5215488215488215,0.6379066808127416,0.5765584843063671,67.3622772599978,0.8017528865175715,1781762,0.014159307703957702,9000,1000,2970,2,0.06550763518133212,10.813277332604669
study2,tweet_hate,FacebookAI/roberta-base,full_ft,Full Fine-tuning,5,0.4212378915903038,0.008030250805546044,0.4852525252525252,0.6530661508866441,0.5509910104252288,75.52949053999036,0.5089816922976306,124647170,1.0,9000,1000,2970,2,0.0,0.0
study2,tweet_hate,vinai/bertweet-base,ia3,IA3,5,0.5349083528249547,0.009638294736852583,0.5493602693602694,0.6203274450239944,0.591477105780925,68.1042712000024,0.6948191639570832,619778,0.004573289019310059,9000,1000,2970,2,0.007065254101283114,10.2160868677473
study2,tweet_hate,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.5278430987236716,0.01745307447594189,0.5569023569023569,0.6876308919760843,0.6107569913749178,75.85353414000129,0.8886549023140958,134901506,1.0,9000,1000,2970,2,0.0,0.0
study2,tweet_hate,vinai/bertweet-base,lora,LoRA,5,0.5140753058604414,0.004595087092900312,0.541077441077441,0.6493093161011823,0.592636972927135,72.178275880008,1.0530630426033207,887042,0.0065325243775344,9000,1000,2970,2,-0.013767792863230266,4.845203722755933
study2,tweet_hate,vinai/bertweet-base,bitfit,BitFit,5,0.513117477835231,0.0032997333692177952,0.5379124579124579,0.635910567021854,0.587778064991241,65.7197504199983,0.23021297109565522,694274,0.005146525198910678,9000,1000,2970,2,-0.01472562088844065,13.35967247260921
study2,tweet_hate,vinai/bertweet-base,adapter,Adapter,5,0.46962804999915664,0.005789875616391132,0.5127272727272727,0.6478926468445068,0.571511472214887,66.92805332000134,0.5453884613727278,1781762,0.013092417523909602,9000,1000,2970,2,-0.058215048724514995,11.766730345782404
study2,tweet_irony,FacebookAI/roberta-base,full_ft,Full Fine-tuning,5,0.6004705363355419,0.026428590522709832,0.6104591836734694,0.6030718770680472,0.6059149031630898,50.12467544000829,0.3602039777256353,124647170,1.0,2862,955,784,2,0.0,0.0
study2,tweet_irony,FacebookAI/roberta-base,bitfit,BitFit,5,0.5492372095368715,0.013260627898248948,0.5612244897959184,0.5533396610097917,0.5544292094654766,46.02046630000696,0.23464789915917678,694274,0.005569913861662483,2862,955,784,2,-0.05123332679867043,8.188001426390187
study2,tweet_irony,FacebookAI/roberta-base,ia3,IA3,5,0.5481753787200894,0.017099017694942556,0.5737244897959184,0.5498239894507078,0.5487100874897181,47.20322235999629,0.17359137382642742,619778,0.004947657861034501,2862,955,784,2,-0.05229515761545256,5.828373060506977
study2,tweet_irony,FacebookAI/roberta-base,lora,LoRA,5,0.5338859714296762,0.031245503477619525,0.5535714285714286,0.5498743577946055,0.5483069685866366,48.65508604000206,0.1731200896234329,887042,0.007066137476531098,2862,955,784,2,-0.06658456490586573,2.931868160952196
study2,tweet_irony,FacebookAI/roberta-base,adapter,Adapter,5,0.5287796507627596,0.02133005398488341,0.5581632653061225,0.5308998915855672,0.530087081840615,47.05853155999212,0.33292653259674004,1781762,0.014159307703957702,2862,955,784,2,-0.07169088557278236,6.117034879728815
study2,tweet_irony,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.7365937200346119,0.022626444248161553,0.7369897959183673,0.7563436741111296,0.7624270069271191,51.201290820003486,0.9679871055295588,134901506,1.0,2862,955,784,2,0.0,0.0
study2,tweet_irony,vinai/bertweet-base,ia3,IA3,5,0.6087541221505106,0.017053616633705762,0.6094387755102041,0.6488994796708651,0.6437237853748734,47.15871293999953,0.3387717481542122,619778,0.004573289019310059,2862,955,784,2,-0.12783959788410126,7.895460866827573
study2,tweet_irony,vinai/bertweet-base,bitfit,BitFit,5,0.5938058770469562,0.024244988563664135,0.5943877551020409,0.6232084924703616,0.6222198051705268,46.22278179999557,0.32151764244956077,694274,0.005146525198910678,2862,955,784,2,-0.14278784298765568,9.72340528974104
study2,tweet_irony,vinai/bertweet-base,adapter,Adapter,5,0.5898759080174,0.022319084147398652,0.5913265306122449,0.6332198464542997,0.6267309300286195,48.03581738000503,0.6451556091729097,1781762,0.013092417523909602,2862,955,784,2,-0.1467178120172119,6.182409445743427
study2,tweet_irony,vinai/bertweet-base,lora,LoRA,5,0.5649125311891492,0.01022155762844906,0.5678571428571428,0.6224367883211037,0.6104742935222258,49.86615809999057,0.860631220988025,887042,0.0065325243775344,2862,955,784,2,-0.17168118884546268,2.6076153523287755
study2,tweet_offensive,FacebookAI/roberta-base,full_ft,Full Fine-tuning,5,0.8002625570822872,0.005988235971126359,0.8430232558139534,0.8098072972804745,0.7940860215053764,88.10781188000692,0.48429461233317755,124647170,1.0,11916,1324,860,2,0.0,0.0
study2,tweet_offensive,FacebookAI/roberta-base,adapter,Adapter,5,0.7830330448745062,0.0032122935264900856,0.8372093023255814,0.8107133732850548,0.7660483870967741,78.41175369999254,0.7358171587306904,1781762,0.014159307703957702,11916,1324,860,2,-0.017229512207781017,11.004765608320104
study2,tweet_offensive,FacebookAI/roberta-base,lora,LoRA,5,0.7822564810422806,0.005333869465553179,0.838139534883721,0.8146898045439197,0.7633736559139785,86.18169093999896,2.2398533245497294,887042,0.007066137476531098,11916,1324,860,2,-0.01800607604000659,2.186095533312217
study2,tweet_offensive,FacebookAI/roberta-base,bitfit,BitFit,5,0.7394907392068071,0.005759374880028986,0.8211627906976744,0.8172271353180157,0.7130376344086022,76.1458544800058,1.2586008148556083,694274,0.005569913861662483,11916,1324,860,2,-0.06077181787548014,13.576500363318505
study2,tweet_offensive,FacebookAI/roberta-base,ia3,IA3,5,0.7386745299986397,0.00980863038678246,0.8051162790697675,0.7690727107873416,0.7254032258064516,80.75005737999454,0.8967677701606251,619778,0.004947657861034501,11916,1324,860,2,-0.06158802708364752,8.350853735912569
study2,tweet_offensive,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.805383166022053,0.004159166978876555,0.8469767441860465,0.8134489639398929,0.7986155913978494,88.05166122000082,0.36290352681943855,134901506,1.0,11916,1324,860,2,0.0,0.0
study2,tweet_offensive,vinai/bertweet-base,adapter,Adapter,5,0.7931527926026748,0.006872525576991158,0.8446511627906977,0.8211237061077272,0.7758064516129032,76.60291912000393,0.7626441340422796,1781762,0.013092417523909602,11916,1324,860,2,-0.01223037341937816,13.002301082533494
study2,tweet_offensive,vinai/bertweet-base,lora,LoRA,5,0.7572278384493046,0.00996289762423811,0.8248837209302327,0.8036300008077678,0.7352822580645162,83.36651142000338,0.5264043915472116,887042,0.0065325243775344,11916,1324,860,2,-0.04815532757274832,5.320910173734713
study2,tweet_offensive,vinai/bertweet-base,bitfit,BitFit,5,0.7474635019229198,0.00486074977330332,0.8132558139534884,0.7803127347783558,0.7305376344086022,75.50465049999767,0.5255749601099469,694274,0.005146525198910678,11916,1324,860,2,-0.057919664099133183,14.249601366013886
study2,tweet_offensive,vinai/bertweet-base,ia3,IA3,5,0.7256203127107913,0.010155410217628768,0.7772093023255814,0.7278450853736368,0.7282661290322581,78.18120664000162,0.4158419063940606,619778,0.004573289019310059,11916,1324,860,2,-0.07976285331126165,11.209844815235744
study2,tweet_sentiment,FacebookAI/roberta-base,full_ft,Full Fine-tuning,5,0.7106253697344417,0.0013579710622420886,0.7092640833604689,0.6994964517427211,0.7334747971168694,219.35036074000527,1.5628702197224846,124647939,1.0,45615,2000,12284,2,0.0,0.0
study2,tweet_sentiment,FacebookAI/roberta-base,lora,LoRA,5,0.7084806828669851,0.0021971514422489337,0.7077987626180398,0.6985052041873161,0.7276040516124418,214.22095534000545,1.13439337525281,887811,0.007072176650874352,45615,2000,12284,2,-0.0021446868674566133,2.3384531407630917
study2,tweet_sentiment,FacebookAI/roberta-base,adapter,Adapter,5,0.7076527742800274,0.0031294633289034603,0.7067404754151742,0.697239063001452,0.7291042669286854,187.27132314000045,1.2988356532314245,1782531,0.014165332228162606,45615,2000,12284,2,-0.0029725954544143063,14.624565691062585
study2,tweet_sentiment,FacebookAI/roberta-base,bitfit,BitFit,5,0.7024718528218548,0.003713785283383381,0.7018723542819928,0.6933668438407976,0.717289601193086,180.44986810000265,0.8412600523784953,695043,0.005576048874743128,45615,2000,12284,2,-0.008153516912586922,17.73441015039458
study2,tweet_sentiment,FacebookAI/roberta-base,ia3,IA3,5,0.6911947665310876,0.0007868794722635724,0.6922663627482905,0.6810508029394094,0.7079519919169656,195.50669414000004,2.1879422775425255,620547,0.004953735930040697,45615,2000,12284,2,-0.019430603203354102,10.870128738136426
study2,tweet_sentiment,vinai/bertweet-base,full_ft,Full Fine-tuning,5,0.724686852496292,0.0013516096062269293,0.7236567893194399,0.7175848198908147,0.7389620137323061,220.24313784000114,1.535772336704366,134902275,1.0,45615,2000,12284,2,0.0,0.0
study2,tweet_sentiment,vinai/bertweet-base,adapter,Adapter,5,0.7103834011735278,0.001958356160256129,0.710338651904917,0.704048002522305,0.7273893148460417,187.39690519999712,1.2967195874877642,1782531,0.01309799413715321,45615,2000,12284,2,-0.014303451322764227,14.913623626206075
study2,tweet_sentiment,vinai/bertweet-base,lora,LoRA,5,0.7091820830434963,0.0029399516855237113,0.71055030934549,0.7015342934098402,0.7215671772529959,214.7402996000019,1.6276672576788798,887811,0.006538113540925218,45615,2000,12284,2,-0.015504769452795775,2.49852880501406
study2,tweet_sentiment,vinai/bertweet-base,bitfit,BitFit,5,0.7051988895616423,0.0009183380130702936,0.7065288179746011,0.6984068469047322,0.7160885102805443,180.22495194000075,0.8466175745658503,695043,0.005152196284310254,45615,2000,12284,2,-0.019487962934649716,18.170003520868917
study2,tweet_sentiment,vinai/bertweet-base,ia3,IA3,5,0.6873863479860908,0.0022468498708825137,0.6893682839465972,0.6803982003249693,0.6970137346432519,193.6742289399903,0.9017800292365379,620547,0.0045789114397278416,45615,2000,12284,2,-0.03730050451020128,12.063444591546016
study3,comment_kmhas_binary,klue/roberta-base,full_ft,Full Fine-tuning,5,0.8874281245018525,0.0024354325666588665,0.8880350061534253,0.887237362170359,0.8876790770672398,851.5890352200018,79.66335247783441,110619650,1.0,78977,8776,21939,5,0.0,0.0
study3,comment_kmhas_binary,klue/roberta-base,adapter,Adapter,5,0.8727726682313364,0.0011940095491995758,0.8733123661060211,0.8723215533588051,0.8735117919929959,751.4267073600029,1.9293751179435044,1781762,0.01593572526474144,78977,8776,21939,5,-0.01465545627051612,11.761815114742848
study3,comment_kmhas_binary,klue/roberta-base,lora,LoRA,5,0.8665193461789814,0.0010831268299512174,0.8672136378139387,0.8662663292758548,0.866828676074934,871.4888305400033,2.408498525601527,887042,0.00795505618622423,78977,8776,21939,5,-0.02090877832287108,-2.3367838824815848
study3,comment_kmhas_binary,klue/roberta-base,bitfit,BitFit,5,0.8470736446354502,0.0004826373447762142,0.8481881580746616,0.8476044381449176,0.846656435490921,721.1849153199989,2.264581681303945,694274,0.006276226692093131,78977,8776,21939,5,-0.04035447986640228,15.313034163986616
study3,comment_kmhas_binary,klue/roberta-base,ia3,IA3,5,0.8441154987266006,0.001147941289642581,0.845498883267241,0.845459772851822,0.8432612967931652,775.7908716199978,2.9649934861048926,619778,0.005571567663940164,78977,8776,21939,5,-0.043312625775251856,8.90079139880214
study3,movie_nsmc,klue/roberta-base,full_ft,Full Fine-tuning,5,0.9096036134437984,0.0005902331505159173,0.9096185771146269,0.9097181838144154,0.9095803196428862,1335.565888860004,159.0126698016903,110619650,1.0,134995,15000,49997,5,0.0,0.0
study3,movie_nsmc,klue/roberta-base,adapter,Adapter,5,0.9017605212020051,0.0006383890580031829,0.9017821069264155,0.90191195174446,0.9017228556416319,1220.4955209000036,7.074767572232216,1781762,0.01593572526474144,134995,15000,49997,5,-0.007843092241793248,8.615851072553275
study3,movie_nsmc,klue/roberta-base,lora,LoRA,5,0.8954903193608251,0.002640659081249628,0.8955137308238494,0.8956450906929814,0.8954531596804627,1368.4194831599975,127.24658097617231,887042,0.00795505618622423,134995,15000,49997,5,-0.014113294082973238,-2.4599006738661426
